Library_Name	Run	Sample_Name	geo_loc_name
9622	SRR1946209	9622	Russia
9624	SRR1946210	9624	Russia
9625	SRR1946211	9625	Russia
9626	SRR1946212	9626	Russia
9627	SRR1946213	9627	Russia
9628	SRR1946214	9628	Russia
9629	SRR1946215	9629	Russia
9630	SRR1946216	9630	Russia
9631	SRR1946217	9631	Russia
9632	SRR1946218	9632	Russia
9633	SRR1946219	9633	Russia
9634	SRR1946220	9634	Russia
9635	SRR1946221	9635	Russia
9636	SRR1946222	9636	Russia
9637	SRR1946223	9637	Russia
9638	SRR1946224	9638	Russia
9639	SRR1946225	9639	Russia
9640	SRR1946226	9640	Russia
9641	SRR1946227	9641	Russia
9642	SRR1946228	9642	Russia
9643	SRR1946229	9643	Russia
9644	SRR1946230	9644	Croatia
9645	SRR1946231	9645	Croatia
9646	SRR1946232	9646	not applicable
9647	SRR1946233	9647	Italy
9648	SRR1946234	9648	Italy
9649	SRR1946235	9649	Italy
9651	SRR1946236	9651	Italy
9653	SRR1946237	9653	Italy
9655	SRR1946238	9655	Italy
9656	SRR1946239	9656	Italy
9657	SRR1946240	9657	Italy
9658	SRR1946241	9658	Italy
9659	SRR1946242	9659	Italy
9660	SRR1946243	9660	Italy
9661	SRR1946244	9661	Italy
9663	SRR1946245	9663	Italy
9664	SRR1946246	9664	Italy
9665	SRR1946247	9665	Italy
9666	SRR1946248	9666	Italy
9667	SRR1946249	9667	Italy
9668	SRR1946250	9668	Italy
9669	SRR1946251	9669	Italy
9670	SRR1946252	9670	Italy
9671	SRR1946253	9671	Italy
9672	SRR1946254	9672	Italy
9673	SRR1946255	9673	Italy
9676	SRR1946256	9676	Italy
9677	SRR1946257	9677	Italy
9678	SRR1946258	9678	Italy
9679	SRR1946259	9679	Italy
9680	SRR1946260	9680	Italy
9681	SRR1946261	9681	Italy
9682	SRR1946262	9682	Italy
9683	SRR1946263	9683	Italy
9684	SRR1946264	9684	Italy
9685	SRR1946265	9685	Italy
9686	SRR1946266	9686	Italy
9687	SRR1946267	9687	Italy
9689	SRR1946268	9689	Italy
9690	SRR1946269	9690	Italy
9691	SRR1946270	9691	Italy
9692	SRR1946271	9692	Italy
9693	SRR1946272	9693	Italy
9694	SRR1946273	9694	Italy
9695	SRR1946274	9695	Italy
9696	SRR1946275	9696	Italy
9697	SRR1946276	9697	Bulgaria
9698	SRR1946277	9698	Bulgaria
9699	SRR1946278	9699	Bulgaria
9700	SRR1946279	9700	Bulgaria
9701	SRR1946280	9701	Bulgaria
9703	SRR1946281	9703	Bulgaria
9704	SRR1946282	9704	Bulgaria
9705	SRR1946283	9705	Bulgaria
9706	SRR1946284	9706	Bulgaria
9707	SRR1946285	9707	Bulgaria
9708	SRR1946286	9708	Bulgaria
9709	SRR1946287	9709	Bulgaria
9710	SRR1946288	9710	Bulgaria
9711	SRR1946289	9711	Bulgaria
9712	SRR1946290	9712	Bulgaria
9713	SRR1946291	9713	Bulgaria
9714	SRR1946292	9714	Bulgaria
9716	SRR1946293	9716	Bulgaria
9717	SRR1946294	9717	Bulgaria
9718	SRR1946295	9718	Bulgaria
9719	SRR1946296	9719	Bulgaria
9720	SRR1946297	9720	Bulgaria
9721	SRR1946298	9721	Bulgaria
9722	SRR1946299	9722	Bulgaria
9723	SRR1946300	9723	Bulgaria
9725	SRR1946301	9725	Greece
9726	SRR1946302	9726	Greece
9727	SRR1946303	9727	Greece
9728	SRR1946304	9728	Slovakia
9729	SRR1946305	9729	Slovakia
9730	SRR1946306	9730	Slovakia
9731	SRR1946307	9731	Slovakia
9732	SRR1946308	9732	Slovakia
9733	SRR1946309	9733	Slovakia
9735	SRR1946310	9735	Slovakia
9736	SRR1946311	9736	Romania
9737	SRR1946312	9737	Romania
9738	SRR1946313	9738	Romania
9739	SRR1946314	9739	Romania
9741	SRR1946315	9741	Romania
9743	SRR1946316	9743	Romania
9744	SRR1946317	9744	Romania
9745	SRR1946318	9745	Uzbekistan
9747	SRR1946319	9747	Serbia
9748	SRR1946320	9748	Serbia
9749	SRR1946321	9749	Serbia
9754	SRR1946322	9754	Serbia
9755	SRR1946323	9755	Serbia
9756	SRR1946324	9756	Serbia
9757	SRR1946325	9757	Serbia
9758	SRR1946326	9758	China
9759	SRR1946327	9759	Iran
9761	SRR1946328	9761	Lebanon
9762	SRR1946329	9762	Italy
9764	SRR1946330	9764	Lebanon
9766	SRR1946331	9766	Kyrgyzstan
9768	SRR1946332	9768	Germany
9769	SRR1946333	9769	Germany
9770	SRR1946334	9770	Germany
9771	SRR1946335	9771	Germany
9772	SRR1946336	9772	Germany
9774	SRR1946337	9774	Germany
9775	SRR1946338	9775	Germany
9776	SRR1946339	9776	Germany
9777	SRR1946340	9777	Germany
9778	SRR1946341	9778	Germany
9779	SRR1946342	9779	Germany
9780	SRR1946343	9780	Germany
9781	SRR1946344	9781	Germany
9782	SRR1946345	9782	Germany
9783	SRR1946346	9783	Germany
9784	SRR1946347	9784	Germany
9785	SRR1946348	9785	Germany
9786	SRR1946349	9786	Germany
9787	SRR1946350	9787	Germany
9788	SRR1946351	9788	Germany
9789	SRR1946352	9789	Germany
9790	SRR1946353	9790	Germany
9791	SRR1946354	9791	Germany
9792	SRR1946355	9792	Germany
9793	SRR1946356	9793	Germany
9794	SRR1946357	9794	Germany
9795	SRR1946358	9795	Germany
9796	SRR1946359	9796	Germany
9797	SRR1946360	9797	Germany
9798	SRR1946361	9798	Germany
9799	SRR1946362	9799	Germany
9800	SRR1946363	9800	Germany
9801	SRR1946364	9801	Germany
9802	SRR1946365	9802	Germany
9803	SRR1946366	9803	Germany
9804	SRR1946367	9804	Germany
9805	SRR1946368	9805	Germany
9806	SRR1946369	9806	Germany
9807	SRR1946370	9807	Germany
9808	SRR1946371	9808	Germany
9809	SRR1946372	9809	Germany
9810	SRR1946373	9810	Germany
9811	SRR1946374	9811	Germany
9812	SRR1946375	9812	Germany
9813	SRR1946376	9813	Germany
9814	SRR1946377	9814	Germany
9815	SRR1946378	9815	Germany
9816	SRR1946379	9816	Germany
9817	SRR1946380	9817	Spain
9819	SRR1946381	9819	Spain
9820	SRR1946382	9820	Spain
9821	SRR1946383	9821	Spain
9822	SRR1946384	9822	Spain
9823	SRR1946385	9823	Spain
9824	SRR1946386	9824	Spain
9825	SRR1946387	9825	Spain
9826	SRR1946388	9826	Spain
9827	SRR1946389	9827	Spain
9828	SRR1946390	9828	Spain
9830	SRR1946391	9830	Spain
9831	SRR1946392	9831	Spain
9832	SRR1946393	9832	Spain
9833	SRR1946394	9833	Spain
9834	SRR1946395	9834	Spain
9835	SRR1946396	9835	Spain
9836	SRR1946397	9836	Spain
9837	SRR1946398	9837	Spain
9838	SRR1946399	9838	Spain
9839	SRR1946400	9839	Spain
9840	SRR1946401	9840	Spain
9841	SRR1946402	9841	Spain
9843	SRR1946403	9843	Spain
9844	SRR1946404	9844	Spain
9845	SRR1946405	9845	Spain
9846	SRR1946406	9846	Spain
9847	SRR1946407	9847	Spain
9848	SRR1946408	9848	Spain
9849	SRR1946409	9849	Spain
9850	SRR1946410	9850	Spain
9851	SRR1946411	9851	Spain
9852	SRR1946412	9852	Spain
9853	SRR1946413	9853	Spain
9854	SRR1946414	9854	Spain
9855	SRR1946415	9855	Spain
9856	SRR1946416	9856	Spain
9857	SRR1946417	9857	Spain
9858	SRR1946418	9858	Spain
9859	SRR1946419	9859	Spain
9860	SRR1946420	9860	Spain
9861	SRR1946421	9861	Spain
9862	SRR1946422	9862	Spain
9864	SRR1946423	9864	Spain
9866	SRR1946424	9866	Spain
9867	SRR1946425	9867	Spain
9868	SRR1946426	9868	Spain
9869	SRR1946427	9869	Spain
9870	SRR1946428	9870	Spain
9871	SRR1946429	9871	Spain
9873	SRR1946430	9873	Spain
9874	SRR1946431	9874	Spain
9875	SRR1946432	9875	Spain
9876	SRR1946433	9876	Spain
9877	SRR1946434	9877	Spain
9878	SRR1946435	9878	Spain
9879	SRR1946436	9879	Spain
9880	SRR1946437	9880	Spain
9881	SRR1946438	9881	Spain
9882	SRR1946439	9882	Spain
9883	SRR1946440	9883	Spain
9885	SRR1946441	9885	Spain
9886	SRR1946442	9886	Spain
9887	SRR1946443	9887	Spain
9888	SRR1946444	9888	Spain
9890	SRR1946445	9890	Spain
9891	SRR1946446	9891	Spain
9892	SRR1946447	9892	Spain
9894	SRR1946448	9894	Spain
9895	SRR1946449	9895	Spain
9897	SRR1946450	9897	Spain
9898	SRR1946451	9898	Spain
9899	SRR1946452	9899	Spain
9900	SRR1946453	9900	Spain
9901	SRR1946454	9901	Spain
9902	SRR1946455	9902	Spain
9903	SRR1946456	9903	Spain
9904	SRR1946457	9904	Spain
9905	SRR1946458	9905	Spain
9906	SRR1946459	9906	Spain
9908	SRR1946460	9908	France
9909	SRR1946461	9909	France
9910	SRR1946462	9910	France
9911	SRR1946463	9911	France
9912	SRR1946464	9912	France
9914	SRR1946465	9914	France
9915	SRR1946466	9915	France
9917	SRR1946467	9917	France
9918	SRR1946468	9918	France
9920	SRR1946469	9920	France
9921	SRR1946470	9921	France
9924	SRR1946471	9924	France
9925	SRR1946472	9925	France
9926	SRR1946473	9926	France
9927	SRR1946474	9927	France
9928	SRR1946475	9928	France
9929	SRR1946476	9929	France
9930	SRR1946477	9930	France
9932	SRR1946478	9932	France
9933	SRR1946479	9933	France
9935	SRR1946480	9935	France
9937	SRR1946481	9937	France
9938	SRR1946482	9938	France
9939	SRR1946483	9939	Morocco
9941	SRR1946484	9941	Portugal
9942	SRR1946485	9942	Spain
9943	SRR1946486	9943	Spain
9944	SRR1946487	9944	Spain
9945	SRR1946488	9945	Spain
9946	SRR1946489	9946	Spain
9947	SRR1946490	9947	Spain
9948	SRR1946491	9948	Spain
9949	SRR1946492	9949	Spain
9950	SRR1946493	9950	Spain
9951	SRR1946494	9951	Russia
9952	SRR1946495	9952	Russia
9953	SRR1946496	9953	Russia
9955	SRR1946497	9955	Russia
9956	SRR1946498	9956	Russia
9957	SRR1946499	9957	Russia
9958	SRR1946500	9958	Russia
9959	SRR1946501	9959	Russia
9960	SRR1946502	9960	Russia
9962	SRR1946503	9962	Italy
9963	SRR1946504	9963	Italy
9964	SRR1946505	9964	Italy
9965	SRR1946506	9965	Italy
9966	SRR1946507	9966	Italy
9968	SRR1946508	9968	Italy
9969	SRR1946509	9969	Italy
9970	SRR1946510	9970	Italy
9971	SRR1946511	9971	Italy
9972	SRR1946512	9972	Italy
9973	SRR1946513	9973	Italy
9974	SRR1946514	9974	Italy
9975	SRR1946515	9975	Italy
9976	SRR1946516	9976	Italy
9978	SRR1946517	9978	Italy
9979	SRR1946518	9979	Italy
9980	SRR1946519	9980	Italy
9981	SRR1946520	9981	Italy
9982	SRR1946521	9982	Italy
9983	SRR1946522	9983	Italy
9984	SRR1946523	9984	Italy
9985	SRR1946524	9985	Bulgaria
9986	SRR1946525	9986	Bulgaria
9987	SRR1946526	9987	Bulgaria
9988	SRR1946527	9988	Georgia
9990	SRR1946528	9990	Georgia
9991	SRR1946529	9991	Georgia
9993	SRR1946530	9993	Turkey
9995	SRR1946531	9995	Germany
9996	SRR1946532	9996	Germany
9997	SRR1946533	9997	Germany
9998	SRR1946534	9998	Germany
9999	SRR1946535	9999	Germany
10001	SRR1946536	10001	Germany
10002	SRR1946537	10002	Germany
10004	SRR1946538	10004	Romania
10005	SRR1946539	10005	Romania
10006	SRR1946540	10006	Ukraine
10008	SRR1946541	10008	Uzbekistan
10009	SRR1946542	10009	Uzbekistan
10010	SRR1946543	10010	Uzbekistan
10011	SRR1946544	10011	Armenia
10012	SRR1946545	10012	Azerbaijan
10013	SRR1946546	10013	Azerbaijan
10014	SRR1946547	10014	Azerbaijan
10015	SRR1946548	10015	Afghanistan
10017	SRR1946549	10017	Serbia
10018	SRR1946550	10018	Serbia
10020	SRR1946551	10020	Czech Republic
10022	SRR1946552	10022	Germany
10023	SRR1946553	10023	not applicable
10027	SRR1946554	10027	Germany
14312	SRR1946555	14312	Russia
14313	SRR1946556	14313	Russia
14314	SRR1946557	14314	Russia
14315	SRR1946558	14315	Russia
14318	SRR1946559	14318	Russia
14319	SRR1946560	14319	Russia
15560	SRR1946561	15560	Russia
15591	SRR1946562	15591	Austria
15592	SRR1946563	15592	Austria
15593	SRR1946564	15593	Austria
18694	SRR1946565	18694	Russia
18696	SRR1946566	18696	Russia
19949	SRR1946567	19949	Austria
19950	SRR1946568	19950	Austria
19951	SRR1946569	19951	Austria

